"Label","Ville","Tel","Code Postal","Adresse","Longitude","Latitude","Type","codgeo","Code Région","nbAgents"
"Brigade de proximitÃ© de Saillans","SAILLANS","+33 4 75 21 53 22",26340,"145 Route Royale 26340 SAILLANS",5.179521,44.695327,"Gendarmerie",,,
"Brigade de proximitÃ© de la Motte-Chalancon","LA MOTTE CHALANCON","+33 4 75 27 20 34",26470,"Place des Ecoles 26470 LA MOTTE CHALANCON",5.380834,44.485982,"Gendarmerie",,,
"Brigade de proximitÃ© de Luc-en-Diois","LUC EN DIOIS","+33 4 75 21 32 02",26310,"Route de ChÃ¢tillon-en-Diois 26310 LUC EN DIOIS",5.439927,44.630229,"Gendarmerie",,,
"Brigade de proximitÃ© de ChÃ¢tillon-en-Diois","CHATILLON EN DIOIS","+33 4 75 21 10 10",26410,"La Chapelle 26410 CHATILLON EN DIOIS",5.489341,44.705527,"Gendarmerie",,,
"Brigade de proximitÃ© de Die","DIE","+33 4 75 22 04 66",26150,"23 Avenue Division du Texas 26150 DIE",5.376714,44.750588,"Gendarmerie",,,
"Brigade de proximitÃ© de Puy-Saint-Martin","PUY ST MARTIN","+33 4 75 90 12 62",26450,"Place du Champ-de-Mars 26450 PUY ST MARTIN",4.975198,44.627865,"Gendarmerie",,,
"Brigade de proximitÃ© de Loriol-sur-DrÃ´me","LORIOL SUR DROME","+33 4 75 61 63 54",26270,"Rue de la Schwalm 26270 LORIOL SUR DROME",4.818435,44.75127,"Gendarmerie",,,
"Brigade de proximitÃ© de Livron-sur-DrÃ´me","LIVRON SUR DROME","+33 4 75 61 77 55",26250,"Avenue des CÃ©vennes 26250 LIVRON SUR DROME",4.836107,44.771168,"Gendarmerie",,,
"Brigade de proximitÃ© de Crest","CREST","+33 4 75 25 00 59",26400,"188 Avenue Jean Rabot 26400 CREST",5.02261,44.724387,"Gendarmerie",,,
"Brigade de proximitÃ© de Bourdeaux","BOURDEAUX","+33 4 75 53 33 67",26460,"Route de Crest 26460 BOURDEAUX",5.14712,44.557548,"Gendarmerie",,,
"Brigade de proximitÃ© de Portes-lÃ¨s-Valence","PORTES LES VALENCE","+33 4 75 57 03 75",26800,"139 Rue Jean JaurÃ¨s 26800 PORTES LES VALENCE",4.874701,44.868163,"Gendarmerie",,,
"Brigade de proximitÃ© de Vernoux-en-Vivarais","VERNOUX EN VIVARAIS","+33 4 75 58 11 55",7240,"1 Avenue Mirabel-Chambaud 07240 VERNOUX EN VIVARAIS",4.652228,44.897596,"Gendarmerie",,,
"Brigade de proximitÃ© de SerriÃ¨res","SERRIERES","+33 4 75 34 02 02",7340,"176 Avenue Isidore Cuminal 07340 SERRIERES",4.773658,45.310038,"Gendarmerie",,,
"Brigade de proximitÃ© de Satillieu","SATILLIEU","+33 4 75 34 96 31",7290,"Rue Jean Moulin 07290 SATILLIEU",4.612981,45.151647,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Martin-de-Valamas","ST MARTIN DE VALAMAS","+33 4 75 30 40 07",7310,"Quartier Champchiroux 07310 ST MARTIN DE VALAMAS",4.365916,44.942737,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-FÃ©licien","ST FELICIEN","+33 4 75 06 00 44",7410,"Route de Colombier-le-Vieux 07410 ST FELICIEN",4.631235,45.086377,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-AgrÃ¨ve","ST AGREVE","+33 4 75 30 10 34",7320,"Les AllÃ©es 07320 ST AGREVE",4.404038,45.005811,"Gendarmerie",,,
"Brigade de proximitÃ© de Lamastre","LAMASTRE","+33 4 75 06 41 81",7270,"3 Avenue de Tournon 07270 LAMASTRE",4.588146,44.98945,"Gendarmerie",,,
"Brigade de proximitÃ© du Cheylard","LE CHEYLARD","+33 4 75 29 01 22",7160,"Route de L'Eyrieux 07160 LE CHEYLARD",4.430275,44.909348,"Gendarmerie",,,
"Brigade de proximitÃ© d'Annonay","ANNONAY","+33 4 75 33 50 42",7100,"64 Avenue de l'Europe 07100 ANNONAY",4.667954,45.245944,"Gendarmerie",,,
"Brigade de proximitÃ© d'Andance","ANDANCE","+33 4 75 34 21 44",7340,"1 Rue du Lieutenant-Colonel Michel Meyrand 07340 ANDANCE",4.798014,45.238118,"Gendarmerie",,,
"Brigade de proximitÃ© des Vans","LES VANS","+33 4 75 37 21 05",7140,"14 Chemin du Rousselet 07140 LES VANS",4.136991,44.404814,"Gendarmerie",,,
"Brigade de proximitÃ© de Vallon-Pont-d'Arc","VALLON PONT D ARC","+33 4 75 88 02 10",7150,"3 Place de l'Ancienne Gare 07150 VALLON PONT D ARC",4.391848,44.40548,"Gendarmerie",,,
"Brigade de proximitÃ© de Valgorge","VALGORGE","+33 4 75 88 98 08",7110,"Le Mazel 07110 VALGORGE",4.11195,44.598536,"Gendarmerie",,,
"Brigade de proximitÃ© de Thueyts","THUEYTS","+33 4 75 36 40 80",7330,"370 Avenue des Platanes 07330 THUEYTS",4.212336,44.673102,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Paul-le-Jeune","ST PAUL LE JEUNE","+33 4 75 39 80 01",7460,"Quartier Les Moulins 07460 ST PAUL LE JEUNE",4.157146,44.330404,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Ãtienne-de-LugdarÃ¨s","ST ETIENNE DE LUGDARES","+33 4 66 46 60 31",7590,"Le village 07590 ST ETIENNE DE LUGDARES",3.973761,44.64798,"Gendarmerie",,,
"Brigade de proximitÃ© de Ruoms","RUOMS","+33 4 75 39 61 09",7120,"18 Avenue de la Gare 07120 RUOMS",4.344495,44.451786,"Gendarmerie",,,
"Brigade de proximitÃ© de Montpezat-sous-Bauzon","MONTPEZAT SOUS BAUZON","+33 4 75 94 40 10",7560,"Ville-Basse 07560 MONTPEZAT SOUS BAUZON",4.210384,44.704979,"Gendarmerie",,,
"Brigade de proximitÃ© de Lanarce","LANARCE","+33 4 66 69 46 01",7660,"Le village 07660 LANARCE",4.002961,44.733875,"Gendarmerie",,,
"Brigade de proximitÃ© de Joyeuse","JOYEUSE","+33 4 75 39 40 64",7260,"Route Nationale 07260 JOYEUSE",4.228245,44.477352,"Gendarmerie",,,
"Brigade de proximitÃ© de Burzet","BURZET","+33 4 75 94 43 66",7450,"Rue du Parc 07450 BURZET",4.234767,44.74603,"Gendarmerie",,,
"Brigade de proximitÃ© du BÃ©age","LE BEAGE","+33 4 75 38 81 79",7630,"Le village 07630 LE BEAGE",4.134487,44.853207,"Gendarmerie",,,
"Brigade de proximitÃ© de LargentiÃ¨re","LARGENTIERE","+33 4 75 39 12 01",7110,"Les Vergnades 07110 LARGENTIERE",4.298382,44.534603,"Gendarmerie",,,
"Brigade de proximitÃ© de la Voulte-sur-RhÃ´ne","LA VOULTE SUR RHONE","+33 4 75 62 01 98",7800,"Quartier Ponson Rue Albert Camus 07800 LA VOULTE SUR RHONE",4.782754,44.800181,"Gendarmerie",,,
"Brigade de proximitÃ© de Viviers","VIVIERS","+33 4 75 52 60 06",7220,"3 Avenue de la Gare 07220 VIVIERS",4.68946,44.478706,"Gendarmerie",,,
"Brigade de proximitÃ© du Teil","LE TEIL","+33 4 75 49 00 10",7400,"Quartier Champeaux Route Nationale 102 07400 LE TEIL",4.666582,44.543488,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Pierreville","ST PIERREVILLE","+33 4 75 66 60 07",7190,"Lieu-dit Sibleyras 07190 ST PIERREVILLE",4.494185,44.817682,"Gendarmerie",,,
"Brigade de proximitÃ© du Pouzin","LE POUZIN","+33 4 75 63 80 12",7250,"73 Rue Victor Hugo 07250 LE POUZIN",4.747215,44.75065,"Gendarmerie",,,
"Brigade de proximitÃ© des OlliÃ¨res-sur-Eyrieux","LES OLLIERES SUR EYRIEUX","+33 4 75 66 20 35",7360,"Quartier La Plaine 07360 LES OLLIERES SUR EYRIEUX",4.620643,44.811665,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aubenas","AUBENAS","+33 4 75 35 03 68",7200,"37 Route de MontÃ©limar 07200 AUBENAS",4.406054,44.614354,"Gendarmerie",,,
"Brigade de proximitÃ© d'Antraigues-sur-Volane","ANTRAIGUES SUR VOLANE","+33 4 75 38 70 83",7530,"Le village 07530 ANTRAIGUES SUR VOLANE",4.346715,44.734019,"Gendarmerie",,,
"Brigade de proximitÃ© de Privas","PRIVAS","+33 4 75 20 91 30",7000,"Caserne Rampon Place du Champ-de-Mars 07000 PRIVAS",4.600182,44.736411,"Gendarmerie",,,
"Brigade de proximitÃ© de Vonnas","VONNAS","+33 4 74 50 02 17",1540,"Rue Aimable Chaynes 01540 VONNAS",4.991118,46.218981,"Gendarmerie",,,
"Brigade de proximitÃ© de Villeneuve (01)","VILLENEUVE","+33 4 74 00 70 17",1480,"213 Route de Villars 01480 VILLENEUVE",4.836785,46.02493,"Gendarmerie",,,
"Brigade de proximitÃ© de Villars-les-Dombes","VILLARS LES DOMBES","+33 4 74 98 02 17",1330,"1145 Avenue Charles de Gaulle 01330 VILLARS LES DOMBES",5.028249,45.997173,"Gendarmerie",,,
"Brigade de proximitÃ© de Thoissey","THOISSEY","+33 4 74 04 03 17",1140,"2 Rue des Roses 01140 THOISSEY",4.804805,46.17455,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Trivier-sur-Moignans","ST TRIVIER SUR MOIGNANS","+33 4 74 55 85 00",1990,"226 Route de Chaneins 01990 ST TRIVIER SUR MOIGNANS",4.892912,46.073638,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-AndrÃ©-de-Corcy","ST ANDRE DE CORCY","+33 4 72 26 10 06",1390,"5 Route de Monthieux 01390 ST ANDRE DE CORCY",4.955095,45.929478,"Gendarmerie",,,
"Brigade de proximitÃ© de Montmerle-sur-SaÃ´ne","MONTMERLE SUR SAONE","+33 4 74 69 32 78",1090,"283 Rue des Grillons 01090 MONTMERLE SUR SAONE",4.765446,46.081647,"Gendarmerie",,,
"Brigade de proximitÃ© de Marlieux","MARLIEUX","+33 4 74 42 85 17",1240,"Route de Saint-Nizier 01240 MARLIEUX",5.075737,46.055477,"Gendarmerie",,,
"Brigade de proximitÃ© de ChÃ¢tillon-sur-Chalaronne","CHATILLON SUR CHALARONNE","+33 4 74 55 00 17",1400,"Rue Pierre Marcault 01400 CHATILLON SUR CHALARONNE",4.949725,46.116939,"Gendarmerie",,,
"Brigade de proximitÃ© de Chalamont","CHALAMONT","+33 4 74 61 70 08",1320,"Rue de Bugey 01320 CHALAMONT",5.176231,45.994967,"Gendarmerie",,,
"Brigade de proximitÃ© de TrÃ©voux","TREVOUX","+33 4 74 00 13 99",1600,"240 Rue des FrÃ¨res Bacheville 01600 TREVOUX",4.785,45.935307,"Gendarmerie",,,
"Brigade de proximitÃ© de Thoiry","THOIRY","+33 4 50 42 12 01",1710,"117 Rue des Chenaillettes 01710 THOIRY",5.971676,46.229155,"Gendarmerie",,,
"Brigade de proximitÃ© de Divonne-les-Bains","DIVONNE LES BAINS","+33 4 50 20 00 20",1220,"44 Avenue des Voirons 01220 DIVONNE LES BAINS",6.137094,46.348256,"Gendarmerie",,,
"Brigade de proximitÃ© de Collonges","COLLONGES","+33 4 50 59 63 03",1550,"162 Rue de l'Eglise 01550 COLLONGES",5.905863,46.138908,"Gendarmerie",,,
"Brigade de proximitÃ© de Gex","GEX","+33 4 50 41 54 26",1170,"105 Rue de Domparon 01170 GEX",6.053881,46.329529,"Gendarmerie",,,
"Brigade de proximitÃ© d'Oyonnax","OYONNAX","+33 4 74 77 16 33",1100,"144 Rue Sainte-GeneviÃ¨ve 01100 OYONNAX",5.642163,46.253983,"Gendarmerie",,,
"Brigade de proximitÃ© d'Izernore","IZERNORE","+33 4 74 76 96 17",1580,"Grande Rue 01580 IZERNORE",5.554471,46.2201,"Gendarmerie",,,
"Brigade de proximitÃ© de Poncin","PONCIN","+33 4 74 37 26 17",1450,"Le Clos 01450 PONCIN",5.408136,46.083536,"Gendarmerie",,,
"Brigade de proximitÃ© de BrÃ©nod","BRENOD","+33 4 74 36 00 88",1110,"Le village 01110 BRENOD",5.612422,46.081168,"Gendarmerie",,,
"Brigade de proximitÃ© de Nantua","NANTUA","+33 4 74 75 20 22",1130,"10 Rue du Mont-Cornet 01130 NANTUA",5.617456,46.143616,"Gendarmerie",,,
"Brigade de proximitÃ© de Virieu-le-Grand","VIRIEU LE GRAND","+33 4 79 87 82 67",1510,"Route de Lyon 01510 VIRIEU LE GRAND",5.646946,45.845126,"Gendarmerie",,,
"Brigade de proximitÃ© de Seyssel","SEYSSEL","+33 4 50 59 27 28",1420,"Lotissement La Tour 01420 SEYSSEL",5.825836,45.95019,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Rambert-en-Bugey","ST RAMBERT EN BUGEY","+33 4 74 36 30 12",1230,"12 Quai Lamartine 01230 ST RAMBERT EN BUGEY",5.441854,45.948794,"Gendarmerie",,,
"Brigade de proximitÃ© de Lhuis","LHUIS","+33 4 74 39 80 01",1680,"Route de GroslÃ©e 01680 LHUIS",5.539454,45.736452,"Gendarmerie",,,
"Brigade de proximitÃ© de Lagnieu","LAGNIEU","+33 4 74 35 90 22",1150,"719 Route du Port 01150 LAGNIEU",5.347566,45.895267,"Gendarmerie",,,
"Brigade de proximitÃ© d'Hauteville-Lompnes","HAUTEVILLE LOMPNES","+33 4 74 35 36 26",1110,"HLM Les Cornelles 126 Rue du Pays-de-Gex 01110 HAUTEVILLE LOMPNES",5.598069,45.981912,"Gendarmerie",,,
"Brigade de proximitÃ© de Culoz","CULOZ","+33 4 79 87 00 11",1350,"Rue Claudius Richard 01350 CULOZ",5.7884,45.847137,"Gendarmerie",,,
"Brigade de proximitÃ© de Champagne-en-Valromey","CHAMPAGNE EN VALROMEY","+33 4 79 87 60 05",1260,"148 Route du Col de Richemont 01260 CHAMPAGNE EN VALROMEY",5.692786,45.931135,"Gendarmerie",,,
"Brigade de proximitÃ© d'AmbÃ©rieu-en-Bugey","AMBERIEU EN BUGEY","+33 4 74 38 00 35",1500,"1 Rue de Lattre de Tassigny 01500 AMBERIEU EN BUGEY",5.369431,45.959711,"Gendarmerie",,,
"Brigade de proximitÃ© de Belley","BELLEY","+33 4 79 81 69 00",1300,"Caserne Sibuet 9 Rue Mante 01300 BELLEY",5.683401,45.755741,"Gendarmerie",,,
"Brigade de proximitÃ© de Treffort-Cuisiat","TREFFORT CUISIAT","+33 4 74 51 30 17",1370,"2 Rue de Mousseron 01370 TREFFORT CUISIAT",5.36398,46.267146,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Trivier-de-Courtes","ST TRIVIER DE COURTES","+33 4 74 30 70 17",1560,"Route de SÃ©vignat 01560 ST TRIVIER DE COURTES",5.077071,46.44853,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Laurent-sur-SaÃ´ne","ST LAURENT SUR SAONE","+33 3 85 22 80 50",1750,"AllÃ©e RenÃ© Cassin 01750 ST LAURENT SUR SAONE",4.838292,46.302871,"Gendarmerie",,,
"Brigade de proximitÃ© de Pont-de-Vaux","PONT DE VAUX","+33 3 85 23 81 20",1190,"2 Avenue de la VerchÃ¨re 01190 PONT DE VAUX",4.943322,46.43187,"Gendarmerie",,,
"Brigade de proximitÃ© de Pont-d'Ain","PONT D AIN","+33 4 74 39 10 55",1160,"9 Rue Philibert Le Beau 01160 PONT D AIN",5.340173,46.057238,"Gendarmerie",,,
"Brigade de proximitÃ© de Montrevel-en-Bresse","MONTREVEL EN BRESSE","+33 4 74 30 83 55",1340,"20 Rue des PoÃ¨tes 01340 MONTREVEL EN BRESSE",5.112324,46.325377,"Gendarmerie",,,
"Brigade de proximitÃ© de Coligny","COLIGNY","+33 4 74 30 11 29",1270,"Chemin de Cornaloup 01270 COLIGNY",5.344278,46.379163,"Gendarmerie",,,
"Brigade de proximitÃ© de CeyzÃ©riat","CEYZERIAT","+33 4 74 30 00 10",1250,"Route de Nantua 01250 CEYZERIAT",5.334379,46.17431,"Gendarmerie",,,
"Brigade de proximitÃ© de Thizy-les-Bourgs","THIZY","+33 4 74 64 01 26",69240,"25 Rue Gambetta Thizy 69240 THIZY",4.314,46.029026,"Gendarmerie",,,
"Brigade de proximitÃ© de Cours-la-Ville","COURS LA VILLE","+33 4 74 89 72 00",69470,"17 Boulevard Pierre de Coubertin 69470 COURS LA VILLE",4.322992,46.105591,"Gendarmerie",,,
"Brigade de proximitÃ© d'Amplepuis","AMPLEPUIS","+33 4 74 89 30 36",69550,"18 bis Rue Jean Frizon 69550 AMPLEPUIS",4.334831,45.978483,"Gendarmerie",,,
"Brigade de proximitÃ© de Monsols","MONSOLS","+33 4 74 04 71 17",69860,"Route de Saint-Christophe 69860 MONSOLS",4.521948,46.222741,"Gendarmerie",,,
"Brigade de proximitÃ© de Fleurie","FLEURIE","+33 4 74 04 10 90",69820,"Lieu-dit La DÃ®me 69820 FLEURIE",4.693502,46.194457,"Gendarmerie",,,
"Brigade de proximitÃ© de Beaujeu","BEAUJEU","+33 4 74 04 84 31",69430,"Route de Belleville 69430 BEAUJEU",4.579807,46.158779,"Gendarmerie",,,
"Brigade de proximitÃ© de Sathonay-Camp","SATHONAY CAMP","+33 4 78 23 70 73",69580,"36 Boulevard de l'Ouest 69580 SATHONAY CAMP",4.868253,45.823424,"Gendarmerie",,,
"Brigade de proximitÃ© de Verdun-sur-Garonne","VERDUN SUR GARONNE","+33 5 63 27 03 61",82600,"Avenue LÃ©o Lagrange 82600 VERDUN SUR GARONNE",1.231668,43.853448,"Gendarmerie",,,
"Brigade de proximitÃ© de Valence","VALENCE","+33 5 63 29 60 50",82400,"Place PÃ©degleyse 82400 VALENCE",0.885356,44.107994,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Nicolas-de-la-Grave","ST NICOLAS DE LA GRAVE","+33 5 63 94 90 12",82210,"Boulevard Fosse de Raoul 82210 ST NICOLAS DE LA GRAVE",1.026403,44.063827,"Gendarmerie",,,
"Brigade de proximitÃ© de Montech","MONTECH","+33 5 63 27 10 50",82700,"19 Avenue AndrÃ© Bonnet 82700 MONTECH",1.233866,43.958569,"Gendarmerie",,,
"Brigade de proximitÃ© de Montaigu-de-Quercy","MONTAIGU DE QUERCY","+33 5 63 94 45 17",82150,"631 Avenue Louis Resses 82150 MONTAIGU DE QUERCY",1.011676,44.336401,"Gendarmerie",,,
"Brigade de proximitÃ© de Moissac","MOISSAC","+33 5 63 04 00 43",82200,"77 Avenue du Chasselas 82200 MOISSAC",1.109081,44.11311,"Gendarmerie",,,
"Brigade de proximitÃ© de Lavit","LAVIT","+33 5 63 94 05 17",82120,"82120 LAVIT",0.927746,43.954553,"Gendarmerie",,,
"Brigade de proximitÃ© de Lauzerte","LAUZERTE","+33 5 63 94 64 17",82110,"Les Nauzes 82110 LAUZERTE",1.144072,44.259724,"Gendarmerie",,,
"Brigade de proximitÃ© de Grisolles","GRISOLLES","+33 5 63 27 04 30",82170,"60 Rue du CollÃ¨ge 82170 GRISOLLES",1.293132,43.825444,"Gendarmerie",,,
"Brigade de proximitÃ© de Bourg-de-Visa","BOURG DE VISA","+33 5 63 94 24 17",82190,"Le bourg 82190 BOURG DE VISA",0.924814,44.234821,"Gendarmerie",,,
"Brigade de proximitÃ© de Beaumont-de-Lomagne","BEAUMONT DE LOMAGNE","+33 5 63 26 70 24",82500,"30 Boulevard du GÃ©nÃ©ral de Gaulle 82500 BEAUMONT DE LOMAGNE",0.986919,43.885278,"Gendarmerie",,,
"Brigade de proximitÃ© d'Auvillar","AUVILLAR","+33 5 63 29 90 61",82340,"4 Promenade des Moines 82340 AUVILLAR",0.89879,44.068385,"Gendarmerie",,,
"Brigade de proximitÃ© de Castelsarrasin","CASTELSARRASIN","+33 5 63 32 81 40",82100,"61 Avenue de Courbieu 82100 CASTELSARRASIN",1.101391,44.045104,"Gendarmerie",,,
"Brigade de proximitÃ© de Villebrumier","VILLEBRUMIER","+33 5 63 25 00 00",82370,"7 Rue du Four 82370 VILLEBRUMIER",1.453185,43.906382,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Antonin-Noble-Val","ST ANTONIN NOBLE VAL","+33 5 63 30 60 34",82140,"Avenue du Docteur Adrien Constans 82140 ST ANTONIN NOBLE VAL",1.758797,44.150615,"Gendarmerie",,,
"Brigade de proximitÃ© de NÃ¨grepelisse","NEGREPELISSE","+33 5 63 30 90 32",82800,"22 Avenue Victor Hugo 82800 NEGREPELISSE",1.509697,44.07031,"Gendarmerie",,,
"Brigade de proximitÃ© de Montpezat-de-Quercy","MONTPEZAT DE QUERCY","+33 5 63 02 07 02",82270,"Rue du 19 Mars 1962 82270 MONTPEZAT DE QUERCY",1.477525,44.240102,"Gendarmerie",,,
"Brigade de proximitÃ© de Monclar-de-Quercy","MONCLAR DE QUERCY","+33 5 63 30 40 02",82230,"1 Place de la Gendarmerie 82230 MONCLAR DE QUERCY",1.585922,43.965203,"Gendarmerie",,,
"Brigade de proximitÃ© de MoliÃ¨res","MOLIERES","+33 5 63 24 60 20",82220,"3 Avenue de LarchÃ© 82220 MOLIERES",1.361615,44.192276,"Gendarmerie",,,
"Brigade de proximitÃ© de LafranÃ§aise","LAFRANCAISE","+33 5 63 65 80 07",82130,"Rue Neuve 82130 LAFRANCAISE",1.242738,44.125229,"Gendarmerie",,,
"Brigade de proximitÃ© de Caylus","CAYLUS","+33 5 63 67 69 70",82160,"101 Chemin des Vignes 82160 CAYLUS",1.766661,44.234187,"Gendarmerie",,,
"Brigade de proximitÃ© de Caussade","CAUSSADE","+33 5 63 93 06 00",82300,"53 Rue des RÃ©collets 82300 CAUSSADE",1.539732,44.162995,"Gendarmerie",,,
"Brigade de proximitÃ© de Bruniquel","BRUNIQUEL","+33 5 63 24 60 15",82800,"Notre-Dame-Ouest 82800 BRUNIQUEL",1.659115,44.058893,"Gendarmerie",,,
"Brigade de proximitÃ© de LabruguiÃ¨re","LABRUGUIERE","+33 5 63 50 78 20",81290,"Avenue d'EnThibaud 81290 LABRUGUIERE",2.266479,43.532174,"Gendarmerie",,,
"Brigade de proximitÃ© de Labastide-Rouairoux","LABASTIDE ROUAIROUX","+33 5 63 98 71 10",81270,"7 Boulevard Carnot 81270 LABASTIDE ROUAIROUX",2.642926,43.475494,"Gendarmerie",,,
"Brigade de proximitÃ© de Dourgne","DOURGNE","+33 5 63 50 78 10",81110,"12 Avenue Dom Romain Banquet 81110 DOURGNE",2.146216,43.479378,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Amans-Soult","ST AMANS SOULT","+33 5 63 98 96 90",81240,"4 Rue Lucien Rulaud 81240 ST AMANS SOULT",2.485813,43.477229,"Gendarmerie",,,
"Brigade de proximitÃ© de Vaour","VAOUR","+33 5 63 56 48 30",81140,"Le bourg 81140 VAOUR",1.800227,44.071989,"Gendarmerie",,,
"Brigade de proximitÃ© de Salvagnac","SALVAGNAC","+33 5 63 33 68 35",81630,"Lieu-dit Mondinel 81630 SALVAGNAC",1.679608,43.909931,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Sulpice","ST SULPICE","+33 5 63 41 11 55",81370,"20 Faubourg Plaisance 81370 ST SULPICE",1.690523,43.772799,"Gendarmerie",,,
"Brigade de proximitÃ© de Rabastens","RABASTENS","+33 5 63 33 68 15",81800,"21 Avenue de Toulouse 81800 RABASTENS",1.716385,43.816936,"Gendarmerie",,,
"Brigade de proximitÃ© de Lisle-sur-Tarn","LISLE SUR TARN","+33 5 63 33 68 30",81310,"Avenue du Griffoulet 81310 LISLE SUR TARN",1.804924,43.855419,"Gendarmerie",,,
"Brigade de proximitÃ© de Cordes-sur-Ciel","CORDES SUR CIEL","+33 5 63 56 48 15",81170,"Avenue de la RÃ©publique 81170 CORDES SUR CIEL",1.960241,44.062004,"Gendarmerie",,,
"Brigade de proximitÃ© de Castelnau-de-Montmiral","CASTELNAU DE MONTMIRAL","+33 5 63 33 68 25",81140,"Lieu-dit La Janade 81140 CASTELNAU DE MONTMIRAL",1.828073,43.957168,"Gendarmerie",,,
"Brigade de proximitÃ© de Gaillac","GAILLAC","+33 5 63 57 73 00",81600,"17 Avenue Georges SpÃ©nale 81600 GAILLAC",1.908895,43.902706,"Gendarmerie",,,
"Brigade de proximitÃ© de Vielmur-sur-Agout","VIELMUR SUR AGOUT","+33 5 63 82 17 00",81570,"Route de lautrec 81570 VIELMUR SUR AGOUT",2.09305,43.623462,"Gendarmerie",,,
"Brigade de proximitÃ© de Vabre","VABRE","+33 5 63 50 78 05",81330,"1 Quartier Frayssinet 81330 VABRE",2.422846,43.688395,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Paul-Cap-de-Joux","ST PAUL CAP DE JOUX","+33 5 63 70 83 25",81220,"Rue de Belgique 81220 ST PAUL CAP DE JOUX",1.973779,43.647508,"Gendarmerie",,,
"Brigade de proximitÃ© de Roquecourbe","ROQUECOURBE","+33 5 63 70 83 17",81210,"Avenue de Castres 81210 ROQUECOURBE",2.28166,43.661225,"Gendarmerie",,,
"Brigade de proximitÃ© de Murat-sur-VÃ¨bre","MURAT SUR VEBRE","+33 5 63 37 63 10",81320,"Avenue du Languedoc 81320 MURAT SUR VEBRE",2.864207,43.682967,"Gendarmerie",,,
"Brigade de proximitÃ© de Montredon-LabessonniÃ©","MONTREDON LABESSONNIE","+33 5 63 70 83 20",81360,"75 Avenue des PyrÃ©nÃ©es 81360 MONTREDON LABESSONNIE",2.320413,43.71605,"Gendarmerie",,,
"Brigade de proximitÃ© de Lavaur","LAVAUR","+33 5 63 58 93 20",81500,"26 Route de Gaillac 81500 LAVAUR",1.821057,43.707675,"Gendarmerie",,,
"Brigade de proximitÃ© de Lautrec","LAUTREC","+33 5 63 70 83 10",81440,"Route de Castres 81440 LAUTREC",2.12705,43.704188,"Gendarmerie",,,
"Brigade de proximitÃ© de Lacaune","LACAUNE","+33 5 63 37 63 17",81230,"Rue Flandre-Dunkerque 81230 LACAUNE",2.700922,43.707494,"Gendarmerie",,,
"Brigade de proximitÃ© de Brassac","BRASSAC","+33 5 63 74 61 17",81260,"54 AllÃ©e du ChÃ¢teau 81260 BRASSAC",2.500625,43.630976,"Gendarmerie",,,
"Brigade de proximitÃ© de Villefranche-d'Albigeois","VILLEFRANCHE D ALBIGEOIS","+33 5 63 79 26 15",81430,"26 Avenue de Millau 81430 VILLEFRANCHE D ALBIGEOIS",2.334407,43.895382,"Gendarmerie",,,
"Brigade de proximitÃ© de Valence-d'Albigeois","VALENCE D ALBIGEOIS","+33 5 63 56 48 10",81340,"1 Chemin d'Albertis 81340 VALENCE D ALBIGEOIS",2.396003,44.017429,"Gendarmerie",,,
"Brigade de proximitÃ© de ValderiÃ¨s","VALDERIES","+33 5 63 56 48 65",81350,"Route de Carmaux 81350 VALDERIES",2.22904,44.010836,"Gendarmerie",,,
"Brigade de proximitÃ© de RÃ©almont","REALMONT","+33 5 63 79 26 80",81120,"Avenue Jules PÃ©lissier 81120 REALMONT",2.187325,43.780012,"Gendarmerie",,,
"Brigade de proximitÃ© de Pampelonne","PAMPELONNE","+33 5 63 76 89 25",81190,"Le bourg 81190 PAMPELONNE",2.274113,44.131032,"Gendarmerie",,,
"Brigade de proximitÃ© de MonestiÃ©s","MONESTIES","+33 5 63 76 89 20",81640,"Le bourg 81640 MONESTIES",2.104968,44.071141,"Gendarmerie",,,
"Brigade de proximitÃ© de Cagnac-les-Mines","CAGNAC LES MINES","+33 5 63 56 48 70",81130,"23 Rue la ChÃªnaie 81130 CAGNAC LES MINES",2.149332,43.978716,"Gendarmerie",,,
