nom_contextuel_unite|localite_unite|num_tph_fixe_unite|num_fax_unite|adresse_code_postal|adresse_geographique_unite|lambert93_x|lambert93_y
Brigade territoriale autonome de Senlis|SENLIS|+33 3 44 53 02 97|+33 3 44 32 03 69|60300|Caserne Aulas de la Bruyère 1 Avenue Paul Rougé 60300 SENLIS|669167|6899610
Brigade territoriale autonome d'Hettange-Grande|HETTANGE GRANDE|+33 3 82 53 19 69||57330|3 Rue de la Gendarmerie 57330 HETTANGE GRANDE|929442|6926963
Brigade territoriale autonome de Lacroix-Saint-Ouen|LACROIX ST OUEN|+33 3 44 91 61 17|+33 3 44 91 61 19|60610|127 Rue Nationale 60610 LACROIX ST OUEN|684830|6917695
Brigade territoriale autonome de Mouy|MOUY|+33 3 44 26 00 17|+33 3 44 26 89 01|60250|1 Rue Fernand Derobert 60250 MOUY|649112|6913473
Brigade territoriale autonome de Clermont|CLERMONT|+33 3 44 50 02 21|+33 3 44 50 91 69|60600|Caserne gendarme auxiliaire CHRIST 49 Avenue Gambetta 60600 CLERMONT|656705|6920504
Brigade territoriale autonome de Noailles|NOAILLES|+33 3 44 03 55 17|+33 3 44 03 55 19|60430|3 Impasse des Vignes de Longvilliers 60430 NOAILLES|641272|6913203
Brigade territoriale autonome de Chaumont-en-Vexin|CHAUMONT EN VEXIN|+33 3 44 47 55 17|+33 3 44 47 55 19|60240|24 Rue Emile Deschamps 60240 CHAUMONT EN VEXIN|618447|6908147
Brigade territoriale autonome de Charly-sur-Marne|CHARLY SUR MARNE|+33 3 23 70 78 17|+33 3 23 70 78 19|02310|70 Avenue Fernand Drouet 02310 CHARLY SUR MARNE|721278|6875277
Brigade territoriale autonome de Sissonne|SISSONNE|+33 3 23 80 07 17|+33 3 23 80 07 19|02150|22 ter Rue de La Selve 02150 SISSONNE|765633|6941641
Brigade territoriale autonome de Nozay|NOZAY|+33 1 69 63 25 00|+33 1 69 63 25 18|91620|1 Rue Louis Renard 91620 NOZAY|644388|6839748
Brigade territoriale autonome d'Albert|ALBERT|+33 3 22 64 13 17|+33 3 22 64 13 19|80300|42 Chemin Croisé de la Justice 80300 ALBERT|675704|6989047
Brigade territoriale autonome de Lumbres|LUMBRES|+33 3 21 39 64 17|+33 3 21 39 04 24|62380|Route Nationale 62380 LUMBRES|637635|7068254
Brigade territoriale autonome de Fauquembergues|FAUQUEMBERGUES|+33 3 21 39 50 17|+33 3 21 11 01 33|62560|Rue des Côteaux de l'Aa 62560 FAUQUEMBERGUES|635731|7054267
Brigade territoriale autonome d'Aire-sur-la-Lys|AIRE SUR LA LYS|+33 3 21 39 00 17|+33 3 21 12 71 08|62120|Place Philippe d'Alsace 62120 AIRE SUR LA LYS|657850|7059641
Brigade territoriale autonome de Saint-Omer|LONGUENESSE|+33 3 21 38 71 62|+33 3 21 38 71 49|62219|1 Rue Rembrandt 62219 LONGUENESSE|648508|7071925
Brigade territoriale autonome d'Étaples|ETAPLES|+33 3 21 94 00 17|+33 3 21 89 99 53|62630|1 Avenue du Blanc-Pavé 62630 ETAPLES|602799|7048448
Brigade territoriale autonome de Berck|BERCK|+33 3 21 09 04 17|+33 3 21 09 09 49|62600|Boulevard de Paris 62600 BERCK|598486|7034922
Brigade territoriale autonome de Lens|LENS|+33 3 21 13 60 17|+33 3 21 13 60 22|62300|71 Route de Béthune 62300 LENS|686993|7037572
Brigade territoriale autonome du Portel|LE PORTEL|+33 3 21 31 70 17|+33 3 21 31 44 72|62480|Caserne Faidherbe 395 Rue Carnot 62480 LE PORTEL|600277|7069408
Brigade territoriale autonome de Neufchâtel-Hardelot|NEUFCHATEL HARDELOT|+33 3 21 83 77 17|+33 3 21 83 83 59|62152|90 Rue des Allées 62152 NEUFCHATEL HARDELOT|603853|7058924
Brigade territoriale autonome de Marquise|MARQUISE|+33 3 21 92 87 17|+33 3 21 92 47 20|62250|Avenue Ferber N 1 Le Cardo 62250 MARQUISE|607436|7078538
Brigade territoriale autonome de Béthune|BETHUNE|+33 3 21 68 68 17|+33 3 21 68 68 32|62400|23 Rue d'Aire 62400 BETHUNE|674263|7048792
Brigade territoriale autonome de Vitry-en-Artois|VITRY EN ARTOIS|+33 3 21 50 00 17||62490|37 bis Rue de la Grande-Chapelle 62490 VITRY EN ARTOIS|698596|7025785
Brigade territoriale autonome de Vimy|VIMY|+33 3 21 73 70 17||62580|Rue de Saint-Nazaire 62580 VIMY|686561|7031070
Brigade territoriale autonome d'Arras|ARRAS|+33 3 21 50 91 40|+33 3 21 50 91 36|62000|16 Rue des Fours 62000 ARRAS|683350|7021194
Brigade territoriale autonome du Quesnoy|LE QUESNOY|+33 3 27 49 10 18||59530|18 Rue Achille Carlier 59530 LE QUESNOY|745382|7016857
Brigade territoriale autonome de Bavay|BAVAY|+33 3 27 63 12 12|+33 3 27 63 03 80|59570|14 Rue Eugène Mascart 59570 BAVAY|757190|7022627
Brigade territoriale autonome d'Orchies|ORCHIES|+33 3 20 71 80 57|+33 3 20 71 47 20|59310|7 Rue des 3 Bonniers Marins 59310 ORCHIES|717162|7041681
Brigade territoriale autonome d'Arleux|ARLEUX|+33 3 27 89 52 62|+33 3 27 99 20 71|59151|39 Rue de Douai 59151 ARLEUX|707432|7020903
Brigade territoriale autonome de Douai|DOUAI|+33 3 27 98 50 47|+33 3 27 98 91 48|59500|Caserne Conroux 240 Rue des Wetz 59500 DOUAI|705776|7030718
Brigade territoriale autonome de Solesmes|SOLESMES|+33 3 27 37 32 33|+33 3 27 72 97 37|59730|50 Rue de la Cavée 59730 SOLESMES|735155|7010233
Brigade territoriale autonome de Marcoing|MARCOING|+33 3 27 37 50 05|+33 3 27 72 93 39|59159|Rue de Masnières 59159 MARCOING|713002|7002385
Brigade territoriale autonome de Caudry|CAUDRY|+33 3 27 85 21 17|+33 3 27 85 80 90|59540|244 Rue Henri Barbusse 59540 CAUDRY|728809|7002731
Brigade territoriale autonome du Cateau-Cambrésis|LE CATEAU CAMBRESIS|+33 3 27 84 11 17|+33 3 27 84 57 23|59360|1 Rue du Commandant Albert Seydoux 59360 LE CATEAU CAMBRESIS|738395|7000458
Brigade territoriale autonome de Fourmies|FOURMIES|+33 3 27 60 13 43|+33 3 27 60 60 80|59610|28 Rue Gambetta 59610 FOURMIES|775527|6991336
Brigade territoriale autonome de Berlaimont|BERLAIMONT|+33 3 27 67 34 48|+33 3 27 67 50 90|59145|30 Rue Neuve 59145 BERLAIMONT|758239|7012247
Brigade territoriale autonome d'Avesnes-sur-Helpe|AVESNES SUR HELPE|+33 3 27 61 14 40|+33 3 27 61 86 38|59440|29 Route de Landrecies 59440 AVESNES SUR HELPE|766290|7002740
Brigade territoriale autonome de Condé-sur-l'Escaut|CONDE SUR L ESCAUT|+33 3 27 40 10 13|+33 3 27 40 21 40|59163|2 Rue Roger Salengro 59163 CONDE SUR L ESCAUT|741843|7039023
Brigade territoriale autonome de Bouchain|BOUCHAIN|+33 3 27 35 82 22|+33 3 27 35 98 70|59111|410 Rue Edouard Lalo 59111 BOUCHAIN|722040|7020682
Brigade territoriale autonome de Valenciennes|VALENCIENNES|+33 3 27 22 55 00|+33 3 27 22 55 20|59300|Caserne Gendarme Damien 283 Boulevard Henri Harpignies 59300 VALENCIENNES|737528|7029719
Brigade territoriale autonome de Quesnoy-sur-Deûle|QUESNOY SUR DEULE|+33 3 20 78 90 44|+33 3 20 78 89 60|59890|49 Rue de Verlinghem 59890 QUESNOY SUR DEULE|699962|7067871
Brigade territoriale autonome de Cysoing|CYSOING|+33 3 20 84 51 19|+33 3 20 84 29 35|59830|1159 Rue Jean-Baptiste Lebas 59830 CYSOING|714815|7052699
Brigade territoriale autonome de Baisieux|BAISIEUX|+33 3 20 79 30 60|+33 3 20 79 91 80|59780|933 Rue de la Mairie 59780 BAISIEUX|717521|7057114
Brigade territoriale autonome de Merville|MERVILLE|+33 3 28 42 82 22|+33 3 28 42 98 48|59660|1 Rue Barra 59660 MERVILLE|674847|7060773
Brigade territoriale autonome d'Estaires|ESTAIRES|+33 3 28 48 84 05|+33 3 28 48 49 49|59940|2 Rue des Ormeaux 59940 ESTAIRES|680321|7062010
Brigade territoriale autonome de Bailleul|BAILLEUL|+33 3 28 49 00 72|+33 3 28 49 35 45|59270|149 Rue de la Gare 59270 BAILLEUL|681217|7070435
Brigade territoriale autonome d'Hazebrouck|HAZEBROUCK|+33 3 28 41 92 24|+33 3 28 41 79 46|59190|28 Rue Hollebecque 59190 HAZEBROUCK|667799|7069570
Brigade territoriale autonome de Thumeries|THUMERIES|+33 3 20 86 57 17|+33 3 20 86 84 81|59239|Rue Jules Guesde 59239 THUMERIES|703977|7042355
Brigade territoriale autonome de Pont-à-Marcq|PONT A MARCQ|+33 3 20 61 41 20|+33 3 20 61 28 88|59710|33 Rue Germain Delhaye 59710 PONT A MARCQ|708010|7046750
Brigade territoriale autonome de la Bassée|LA BASSEE|+33 3 20 29 01 69|+33 3 20 29 80 60|59480|1 Rue Pierre et Marie Curie 59480 LA BASSEE|686632|7049128
Brigade territoriale autonome d'Annoeullin|ANNOEULLIN|+33 3 20 85 56 76|+33 3 20 85 85 50|59112|500 Chemin Desnoulet 59112 ANNOEULLIN|694785|7047123
Brigade territoriale autonome d'Haubourdin|HAUBOURDIN|+33 3 28 54 17 17|+33 3 28 54 01 07|59320|11 Avenue de Beaupré 59320 HAUBOURDIN|699341|7056063
Brigade territoriale autonome de Vezin-le-Coquet|RENNES|+33 2 23 48 37 50|+33 2 23 48 37 51|35000|42 Rue Manoir de Servigné 35000 RENNES|347758|6788540
Brigade territoriale autonome de Nieul-sur-Mer|NIEUL SUR MER|+33 5 46 44 51 64|+33 5 46 44 15 17|17137|3 Rue du Champ Pinson 17137 NIEUL SUR MER|379516|6575804
Brigade territoriale autonome de Rettel|RETTEL|+33 3 82 83 70 01|+33 3 82 83 03 50|57480|1 Rue du Chêne 57480 RETTEL|942341|6931536
Brigade de proximité de Renage|RENAGE|+33 4 76 65 30 17|+33 4 76 91 24 67|38140|339 Rue de la République 38140 RENAGE|894542|6473975
Brigade de proximité de Meythet|MEYTHET|+33 4 50 24 52 40|+33 4 50 24 52 45|74960|2 Rue du Nant 74960 MEYTHET|939328|6540011
Brigade de proximité Hanches-Epernon|HANCHES|+33 2 37 83 81 80|+33 2 37 83 81 89|28130|1 Rue du Bois-de-Loup 28130 HANCHES|601607|6833582
Brigade de proximité de Sausheim|SAUSHEIM|+33 3 89 46 84 70|+33 3 89 46 84 75|68390|1 Rue des Colchiques 68390 SAUSHEIM|1027776|6752159
Brigade de proximité de Sainte-Anne|ST BENOIT|+33 2 62 97 50 60|+33 2 62 97 50 64|97470|1 Rue Roger Dijoux Sainte-Anne 97470 ST BENOIT|370045|7666460
Brigade de proximité de Ghyvelde|GHYVELDE|+33 3 28 63 01 50||59254|8 Rue Armand Théodon 59254 GHYVELDE|666189|7106073
Brigade de proximité de Soultz-Haut-Rhin|SOULTZ HAUT RHIN|+33 3 89 76 92 01|+33 3 89 74 97 35|68360|41 Route de Jungholtz 68360 SOULTZ HAUT RHIN|1015072|6761778
Brigade de proximité de Moncé-en-Belin|MONCE EN BELIN|+33 2 43 57 02 55|+33 2 43 57 02 63|72230|101 Boulevard des Avocats 72230 MONCE EN BELIN|490294|6758071
Brigade de proximité de Nivillac|NIVILLAC|+33 2 99 90 61 06|+33 2 99 90 94 56|56130|28 Clos des Métairies 56130 NIVILLAC|301955|6726454
Brigade de proximité de Pierrefeu-du-Var|PIERREFEU DU VAR|+33 4 94 28 60 27|+33 4 94 13 86 20|83390|Impasse Frédéric Mistral 83390 PIERREFEU DU VAR|955729|6240647
Brigade de proximité de l'Étang-Salé|L ETANG SALE|+33 2 62 91 70 40|+33 2 62 91 24 78|97427|1 Rue Auguste Lacaussade 97427 L ETANG SALE|329577|7648245
Brigade de proximité de Saint-Martin-du-Var|ST MARTIN DU VAR|+33 4 93 08 91 20|+33 4 93 08 91 64|06670|1 Rue des Noyers 06670 ST MARTIN DU VAR|1037830|6310554
Brigade de proximité de Jonage|JONAGE|+33 4 78 31 40 12|+33 4 78 04 75 29|69330|2 Rue Henri Lebrun 69330 JONAGE|858196|6522960
Brigade de proximité de Laudun-l'Ardoise|LAUDUN L ARDOISE|+33 4 66 33 24 26|+33 4 66 33 24 34|30290|115 Avenue Victor Schoelcher 30290 LAUDUN L ARDOISE|832424|6335173
Brigade de proximité de Cornillon|CORNILLON|+33 4 66 82 20 25|+33 4 66 82 90 75|30630|Quartier Saint-Nabor 30630 CORNILLON|819307|6347927
Brigade de proximité de Guilers|GUILERS|+33 2 98 07 44 68|+33 2 98 07 44 69|29820|30 Rue du 19 Mars 1962 29820 GUILERS|141759|6841336
Brigade de proximité de Saint-Cyr-en-Val|ST CYR EN VAL|+33 2 38 49 82 70|+33 2 38 49 82 78|45590|359 Rue André Champault 45590 ST CYR EN VAL|622527|6748544
Brigade de proximité de Languidic|LANGUIDIC|+33 2 97 36 20 25|+33 2 97 36 45 55|56440|2 Rue de la Lande 56440 LANGUIDIC|239071|6760766
Brigade de proximité d'École-Valentin|ECOLE VALENTIN|+33 3 81 21 16 60|+33 3 81 21 16 63|25480|1 Rue des Tilleuls Valentin 25480 ECOLE VALENTIN|926788|6690347
Brigade de proximité de Mourenx|MOURENX|+33 5 59 60 02 17|+33 5 59 60 78 40|64150|Place Jules Verne 64150 MOURENX|405605|6259216
Brigade de proximité de Saint-Jacques-sur-Darnétal|ST JACQUES SUR DARNETAL|+33 2 35 08 35 88|+33 2 35 08 60 05|76160|441 Rue du Général de Gaulle 76160 ST JACQUES SUR DARNETAL|569541|6928291
Brigade de proximité de Mûrs-Erigné|MURS ERIGNE|+33 2 41 44 88 88|+33 2 41 44 88 90|49610|16 bis Rue Gustave Raimbault 49610 MURS ERIGNE|434443|6705998
Brigade de proximité de Bouillargues|BOUILLARGUES|+33 4 66 20 12 36|+33 4 66 20 84 67|30230|750 Chemin des Manades 30230 BOUILLARGUES|815683|6300441
Brigade de proximité de Castelginest|CASTELGINEST|||31780|20 Rue du Général de Gaulle 31780 CASTELGINEST|574141|6288786
Brigade de proximité de Seysses|SEYSSES|+33 5 34 48 21 30|+33 5 34 48 21 35|31600|1 Rue Rol-Tanguy 31600 SEYSSES|561019|6268179
Brigade de proximité de la Chapelle-Saint-Aubin|LA CHAPELLE ST AUBIN|+33 2 43 39 08 38|+33 2 43 39 07 74|72650|48 Rue de la Paille 72650 LA CHAPELLE ST AUBIN|488099|6774291
Brigade de proximité de Persan|PERSAN|+33 1 30 28 96 70||95340|26 Avenue Jean Jaurès 95340 PERSAN|647676|6894450
Brigade de proximité du Tampon|LE TAMPON|+33 2 62 27 00 08||97430|167 Rue Hubert Delisle 97430 LE TAMPON|346262|7645970
Brigade de proximité de Sainte-Lucie-de-Tallano|STE LUCIE DE TALLANO|+33 4 95 78 80 17||20112|Quartier Arrage 20112 STE LUCIE DE TALLANO|1205720|6082718
Brigade de proximité de Saint-Jorioz|ST JORIOZ|+33 4 50 68 52 83|+33 4 50 68 48 90|74410|460 Route d'Albertville 74410 ST JORIOZ|946492|6530705
Brigade de proximité de Marignier|MARIGNIER|+33 4 50 89 57 20|+33 4 50 89 57 29|74970|45 Rue des Poiriers 74970 MARIGNIER|970687|6559597
Brigade de proximité de Saint-Crépin-Ibouvillers|ST CREPIN IBOUVILLERS|||60149|61 Rue de l'Europe 60149 ST CREPIN IBOUVILLERS|632899|6906352
Brigade de proximité de Plaisance-du-Touch|PLAISANCE DU TOUCH|+33 5 62 48 10 23||31830|104 Route de Lombez 31830 PLAISANCE DU TOUCH|560301|6274442
Brigade de proximité de Bernis|BERNIS|+33 4 66 71 39 10|+33 4 66 71 65 59|30620|2 Rue Bernard Moal 30620 BERNIS|803637|6297756
Brigade de proximité de Soisy-sur-Seine|SOISY SUR SEINE|+33 1 60 75 85 20|+33 1 60 75 25 94|91450|58 Boulevard de la République 91450 SOISY SUR SEINE|659280|6838867
Brigade de proximité de Sainte-Luce|STE LUCE|+33 5 96 62 41 85|+33 5 96 62 31 51|97228|Quartier Gros-Raisins Chemin Départemental 7 97228 STE LUCE|721192|1602189
Brigade de proximité de Laiz|LAIZ|+33 3 85 23 81 10|+33 3 85 23 81 13|01290|62 Rue de Mons 01290 LAIZ|844825|6574394
Brigade de proximité de Fréthun|FRETHUN|+33 3 21 85 97 17|+33 3 21 85 88 88|62185|2601 Rue Principale 62185 FRETHUN|616161|7090938
Brigade de proximité de Rivière-des-Pluies|STE MARIE|+33 2 62 53 91 98||97438|132 Rue Louis Lagourgue Rivière-des-Pluies 97438 STE MARIE|346490|7682916
Brigade de proximité de Roquefort-les-Pins|ROQUEFORT LES PINS|+33 4 93 77 54 55|+33 4 93 77 54 93|06330|Route Départementale 2085 Cidex 310 06330 ROQUEFORT LES PINS|1027020|6294308
Brigade de proximité de Gif-Chevry|GIF SUR YVETTE|+33 1 60 12 12 80|+33 1 60 12 75 55|91190|2 Rocade de Baudreville 91190 GIF SUR YVETTE|635280|6843255
Brigade de proximité de Saint-Martin-Orléans|ST MARTIN|+33 5 90 52 35 95|+33 5 90 52 35 99|97150|Quartier d'Orléans 1 Rue de Brittain 97150 ST MARTIN|497002|1998637
Brigade de proximité de Saint-André-de-la-Roche|ST ANDRE DE LA ROCHE|+33 4 93 54 02 02|+33 4 93 54 02 76|06730|17 Chemin du Souvenir Français 06730 ST ANDRE DE LA ROCHE|1045102|6303089
Brigade de proximité des Ancizes-Comps|LES ANCIZES COMPS|+33 4 73 86 82 99|+33 4 73 86 37 74|63770|Rue des Fades 63770 LES ANCIZES COMPS|685046|6536443
Brigade de proximité de Montgenèvre|MONTGENEVRE|+33 4 92 21 90 05|+33 4 92 21 58 25|05100|Route d'Italie 05100 MONTGENEVRE|994145|6432998
Brigade de proximité de Courseulles-sur-Mer|COURSEULLES SUR MER|+33 2 31 29 55 20|+33 2 31 29 55 22|14470|87 Rue de l'Eglise 14470 COURSEULLES SUR MER|448859|6919212
Brigade de proximité de Saint-Leu|ST LEU|+33 2 62 34 80 01|+33 2 62 34 23 39|97436|363 Rue du Général Lambert 97436 ST LEU|322233|7656813
Brigade de proximité de Guerville|GUERVILLE|+33 1 30 42 39 58|+33 1 30 42 39 59|78930|1 Impasse des Bayeuvilles 78930 GUERVILLE|607569|6871962
Brigade de proximité de Theix|THEIX|+33 2 97 43 02 22||56450|Route de Noyalo 56450 THEIX|275190|6740511
Brigade de proximité d'Ax-les-Thermes|AX LES THERMES|+33 5 61 64 20 17|+33 5 61 64 73 70|09110|6 Chemin du Couloubret 09110 AX LES THERMES|604728|6180938
Brigade de proximité d'Annecy-le-Vieux|ANNECY LE VIEUX|+33 4 50 23 02 23|+33 4 50 23 95 22|74940|19 Route du Pré de la Salle 74940 ANNECY LE VIEUX|943916|6540325
Brigade de proximité de Fontaines-sur-Saône|FONTAINES SUR SAONE|+33 4 78 22 03 02||69270|Rue du Stade 69270 FONTAINES SUR SAONE|843553|6527915
Brigade de proximité de Sainte-Cécile-les-Vignes|STE CECILE LES VIGNES|+33 4 90 30 70 33|+33 4 90 30 63 53|84290|Avenue Jean Jaurès 84290 STE CECILE LES VIGNES|850427|6350799
Brigade de proximité de Chartres|CHARTRES|+33 2 37 91 27 10|+33 2 37 91 27 19|28000|2 Rue Jean Monnet 28000 CHARTRES|589328|6817664
Brigade de proximité d'Oye-Plage|OYE PLAGE|+33 3 21 82 62 17||62215|235 Rue du Pont-d'Oye 62215 OYE PLAGE|632656|7098078
Brigade de proximité de Cugnaux|CUGNAUX|+33 5 62 87 37 50|+33 5 62 87 37 59|31270|11 Avenue de Francazal 31270 CUGNAUX|566677|6272101
Brigade de proximité de Taissy|TAISSY|+33 3 26 82 33 90|+33 3 26 35 44 88|51500|2 Rue de la Garenne 51500 TAISSY|780333|6901771
Brigade de proximité de Piedicorte-di-Gaggio|PIEDICORTE DI GAGGIO|+33 4 95 48 81 45|+33 4 95 48 45 10|20251|Le Village 20251 PIEDICORTE DI GAGGIO|1222584|6145109
Brigade de proximité de Sainte-Lucie-de-Porto|ZONZA|+33 4 95 71 47 17|+33 4 95 71 77 33|20124|Rue du Stade 20124 ZONZA|1222580|6090307
Brigade de proximité de Pianottoli-Caldarello|PIANOTTOLI CALDARELLO|+33 4 95 71 83 17||20131|Quartier Viagenti 20131 PIANOTTOLI CALDARELLO|1206584|6062562
Brigade de proximité de Moëlan-sur-Mer|MOELAN SUR MER|+33 2 98 39 71 07|+33 2 98 39 70 64|29350|10 Rue des Moulins 29350 MOELAN SUR MER|204398|6766975
Brigade de proximité de Piedicroce|PIEDICROCE|+33 4 95 35 85 44|+33 4 95 35 09 48|20229|Chiusone 20229 PIEDICROCE|1224544|6163469
Brigade de proximité de Meylan|MEYLAN|+33 4 76 90 22 96|+33 4 76 04 12 55|38240|31 Allée des frênes 38240 MEYLAN|919166|6460852
Brigade de proximité de Zicavo|ZICAVO|+33 4 95 24 45 17|+33 4 95 24 70 21|20132|Quartier Piazza 20132 ZICAVO|1212677|6106049
Brigade de proximité de Cargèse|CARGESE|+33 4 95 26 45 17||20130|Route Paomia 20130 CARGESE|1165023|6132528
Brigade de proximité de Seignosse|SEIGNOSSE|+33 5 58 49 87 10|+33 5 58 72 87 14|40510|Avenue Charles de Gaulle 40510 SEIGNOSSE|347053|6296718
Brigade de proximité de Saint-Géry|ST GERY|+33 5 65 31 40 17||46330|Le bourg 46330 ST GERY|589244|6376709
Brigade de proximité de Péone|PEONE|+33 4 93 02 53 40|+33 4 93 02 51 02|06470|33 Avenue de Valberg 06470 PEONE|1014948|6340487
Brigade de proximité de Saint-Pierre-du-Perray|ST PIERRE DU PERRAY|+33 1 60 75 22 22|+33 1 60 75 66 71|91280|Chemin de Brie 91280 ST PIERRE DU PERRAY|662846|6835306
Brigade de proximité de Bracieux|BRACIEUX|+33 2 54 46 54 30|+33 2 54 46 54 34|41250|29 bis Rue de Candy 41250 BRACIEUX|590866|6717626
Brigade de proximité d'Avesnes-les-Aubert|AVESNES LES AUBERT|+33 3 27 37 20 22|+33 3 27 37 82 17|59129|36 Rue Maurice Thorez 59129 AVESNES LES AUBERT|727733|7010783
Brigade de proximité de Saint-Ismier|ST ISMIER|+33 4 76 52 15 45|+33 4 76 52 92 35|38330|390 Route du Rivet 38330 ST ISMIER|922038|6464225
Brigade de proximité de Lexy|LEXY|+33 3 82 23 30 39|+33 3 82 23 04 23|54720|43 Rue de Longwy 54720 LEXY|898156|6937449
Brigade de proximité de Cires-lès-Mello|CIRES LES MELLO|+33 3 44 24 77 17|+33 3 44 24 91 19|60660|12 ter Rue de la Station 60660 CIRES LES MELLO|653410|6908188
Brigade de proximité de la Coquille|LA COQUILLE|+33 5 53 55 37 95|+33 5 53 55 37 98|24450|10 Route de Limoges 24450 LA COQUILLE|542279|6496383
Brigade de proximité de Castillon-en-Couserans|CASTILLON EN COUSERANS|+33 5 61 96 70 17||09800|Les Vignes 09800 CASTILLON EN COUSERANS|538957|6204365
Brigade de proximité de Villeneuve-Tolosane|VILLENEUVE TOLOSANE|+33 5 62 87 10 60|+33 5 62 87 10 68|31270|2 Rue de l'Hôtel de ville 31270 VILLENEUVE TOLOSANE|566067|6270977
Brigade de proximité d'Éclaron-Braucourt-Sainte-Livière|ECLARON BRAUCOURT STE LIVIERE|+33 3 25 04 12 17||52290|2 Chemin du Clos-Bernard 52290 ECLARON BRAUCOURT STE LIVIERE|837395|6834357
Brigade de proximité de Saint-Orens-de-Gameville|ST ORENS DE GAMEVILLE|+33 5 62 88 45 80|+33 5 62 88 45 89|31650|Route de Revel 31650 ST ORENS DE GAMEVILLE|581722|6273212
Brigade de proximité de Plouzané|PLOUZANE|+33 2 98 45 89 17||29280|2 Rue du 8 Mai 1945 29280 PLOUZANE|138147|6835923
Brigade de proximité de Gruissan|GRUISSAN|+33 4 68 49 06 00|+33 4 68 49 39 17|11430|9 Avenue de la Mer 11430 GRUISSAN|707256|6222821
Brigade de proximité de Drusenheim|DRUSENHEIM|+33 3 88 53 33 50|+33 3 88 53 12 35|67410|1 Rue de la Gendarmerie 67410 DRUSENHEIM|1064080|6862612
Brigade de proximité de Montlouis-sur-Loire|MONTLOUIS SUR LOIRE|+33 2 47 45 64 30|+33 2 47 45 64 34|37270|50 Rue de la Frelonnerie 37270 MONTLOUIS SUR LOIRE|535635|6699837
Brigade de proximité de Lullin|LULLIN|+33 4 50 73 81 01|+33 4 50 73 86 57|74470|Les Viviers-Ouest 74470 LULLIN|970249|6581582
Brigade de proximité de Pégomas|PEGOMAS|+33 4 97 01 16 90|+33 4 97 01 16 98|06580|70 Chemin de l'Écluse 06580 PEGOMAS|1016485|6284932
Brigade de proximité d'Aurec-sur-Loire|AUREC SUR LOIRE|+33 4 77 35 40 56|+33 4 77 35 09 66|43110|1A Rue du Brouilli 43110 AUREC SUR LOIRE|794453|6475575
Brigade de proximité de Port-Brillet|PORT BRILLET|+33 2 43 68 87 17|+33 2 43 68 96 93|53410|60 Rue de Verdun 53410 PORT BRILLET|404963|6786798
Brigade de proximité de Messigny-et-Vantoux|MESSIGNY ET VANTOUX|+33 3 80 44 90 31||21380|Impasse des Chenevières 21380 MESSIGNY ET VANTOUX|850810|6703358
Brigade de proximité de Saint-Leu-d'Esserent|ST LEU D ESSERENT|+33 3 44 56 89 17|+33 3 44 56 89 19|60340|6 Place de la République 60340 ST LEU D ESSERENT|657634|6902019
Brigade de proximité du Relecq-Kerhuon|LE RELECQ KERHUON|+33 2 98 28 17 17|+33 2 98 28 66 92|29480|8 Rue Emile Zola 29480 LE RELECQ KERHUON|153842|6837497
