nom_contextuel_unite,localite_unite,num_tph_fixe_unite,num_fax_unite,adresse_code_postal,adresse_geographique_unite,lambert93_x,lambert93_y,latitude,longitude
Brigade territoriale autonome de Tain-l'Hermitage,TAIN L HERMITAGE,+33 4 75 08 23 77,+33 4 75 06 95 76,26600,42 Rue Marcel Clachet 26600 TAIN L HERMITAGE,845490,6443104,"4,848875","45,071865"
Brigade territoriale autonome de Saint-Jean-en-Royans,ST JEAN EN ROYANS,+33 4 75 48 66 09,+33 4 75 48 59 94,26190,Rue Jules Nadi 26190 ST JEAN EN ROYANS,880580,6438198,"5,292759","45,019422"
Brigade territoriale autonome de Grignan,GRIGNAN,+33 4 75 46 50 04,+33 4 75 46 58 54,26230,14 Rue de la Gendarmerie 26230 GRIGNAN,851730,6370928,"4,906006","44,420914"
Brigade territoriale autonome de Nyons,NYONS,+33 4 75 26 33 22,+33 4 75 26 95 28,26110,52 Avenue FrÃ©deric Mistral 26110 NYONS,869405,6364174,"5,125652","44,356075"
Brigade territoriale autonome de Pierrelatte,PIERRELATTE,+33 4 75 04 01 77,,26700,1 Place de la Poste 26700 PIERRELATTE,835421,6365666,"4,699780","44,376911"
Brigade territoriale autonome de DonzÃ¨re,DONZERE,+33 4 75 51 60 06,+33 4 75 51 94 22,26290,630 Avenue Jean Moulin 26290 DONZERE,836089,6372506,"4,710021","44,438339"
Brigade territoriale autonome de Lus-la-Croix-Haute,LUS LA CROIX HAUTE,+33 4 92 58 50 02,+33 4 92 58 30 73,26620,Le Village 26620 LUS LA CROIX HAUTE,913145,6401511,"5,690066","44,680031"
Brigade territoriale autonome de la Chapelle-en-Vercors,LA CHAPELLE EN VERCORS,+33 4 75 48 24 44,+33 4 75 48 10 10,26420,Avenue du ChÃ¢teau 26420 LA CHAPELLE EN VERCORS,890798,6432548,"5,420217","44,965828"
Brigade territoriale autonome de Chabeuil,CHABEUIL,+33 4 75 59 00 22,+33 4 75 60 44 57,26120,51 Avenue de Romans 26120 CHABEUIL,859416,6424861,"5,019842","44,904588"
Brigade territoriale autonome de Tournon-sur-RhÃ´ne,TOURNON SUR RHONE,+33 4 75 08 02 21,+33 4 75 06 92 33,7300,22 Chemin de la PichonniÃ¨re 07300 TOURNON SUR RHONE,844165,6441119,"4,831458","45,054275"
Brigade territoriale autonome de Villeneuve-de-Berg,VILLENEUVE DE BERG,+33 4 75 94 80 01,+33 4 75 88 83 30,7170,50 Rue de la Gendarmerie 07170 VILLENEUVE DE BERG,819600,6385912,"4,506095","44,562019"
Brigade territoriale autonome de Bourg-Saint-AndÃ©ol,BOURG ST ANDEOL,+33 4 75 54 50 18,+33 4 75 54 32 55,7700,3 Avenue du GÃ©nÃ©ral de Gaulle 07700 BOURG ST ANDEOL,831111,6365845,"4,645744","44,379343"
Brigade territoriale autonome de Montluel,MONTLUEL,+33 4 78 06 10 24,+33 4 78 06 78 24,1120,892 Route de Jailleux 01120 MONTLUEL,858972,6531041,"5,049124","45,860462"
Brigade territoriale autonome de Miribel,MIRIBEL,+33 4 78 55 30 08,,1700,272 Avenue de Saint-Maurice 01700 MIRIBEL,852787,6527534,"4,968307","45,830308"
Brigade territoriale autonome de Meximieux,MEXIMIEUX,+33 4 74 61 02 34,,1800,80 Route de Lyon 01800 MEXIMIEUX,869563,6535667,"5,187224","45,899546"
Brigade territoriale autonome d'Ornex,ORNEX,+33 4 50 40 59 30,,1210,100 Rue de la Gendarmerie 01210 ORNEX,938894,6578357,"6,102380","46,262847"
Brigade territoriale autonome de ChÃ©zery-Forens,CHEZERY FORENS,+33 4 50 56 91 28,+33 4 50 56 93 35,1200,Chemin de la Diamanterie 01200 CHEZERY FORENS,921117,6568701,"5,867180","46,182008"
Brigade territoriale autonome de Bourg-en-Bresse,BOURG EN BRESSE,+33 4 74 45 97 00,+33 4 74 45 97 98,1000,2 Rue de Chateaubriand 01000 BOURG EN BRESSE,872652,6570518,"5,239796","46,212472"
Brigade territoriale autonome de Lamure-sur-Azergues,LAMURE SUR AZERGUES,+33 4 74 03 05 59,+33 4 74 03 08 58,69870,Le bourg 69870 LAMURE SUR AZERGUES,815007,6552191,"4,487717","46,059735"
Brigade territoriale autonome de Tarare,TARARE,+33 4 74 63 00 36,+33 4 74 63 86 39,69170,15 Rue Etienne Dolet 69170 TARARE,811388,6533841,"4,436594","45,895127"
Brigade territoriale autonome du Bois-d'Oingt,LE BOIS D OINGT,+33 4 74 71 60 02,+33 4 74 71 47 06,69620,242 Rue de la Petite-Gare 69620 LE BOIS D OINGT,823061,6537007,"4,587926","45,921618"
Brigade territoriale autonome de Belleville,BELLEVILLE,+33 4 74 69 68 67,+33 4 74 06 45 98,69220,81 Boulevard Rosselli 69220 BELLEVILLE,834000,6558019,"4,734991","46,108715"
Brigade territoriale autonome d'Anse,ANSE,+33 4 74 67 02 17,+33 4 74 67 27 58,69480,947 Avenue de l'Europe 69480 ANSE,832701,6539146,"4,712877","45,939061"
Brigade territoriale autonome de Villefranche-sur-SaÃ´ne,VILLEFRANCHE SUR SAONE,+33 4 74 65 26 00,+33 4 74 02 79 05,69400,Caserne BONNIN 363 Avenue Joseph Balloffet 69400 VILLEFRANCHE SUR SAONE,832377,6545350,"4,710431","45,994978"
Brigade territoriale autonome de Mornant,MORNANT,+33 4 78 44 00 64,+33 4 78 44 98 38,69440,1 Rue Louis Guillaumond 69440 MORNANT,830764,6503562,"4,678122","45,619080"
Brigade territoriale autonome de Saint-Symphorien-d'Ozon,ST SYMPHORIEN D OZON,+33 4 78 02 71 20,+33 4 78 02 53 08,69360,29 Avenue des Portes de Lyon 69360 ST SYMPHORIEN D OZON,844593,6505864,"4,856225","45,637017"
Brigade territoriale autonome de Vaugneray,VAUGNERAY,+33 4 78 45 80 21,+33 4 78 45 79 48,69670,7 Rue des Ecoles 69670 VAUGNERAY,828980,6516430,"4,658703","45,735267"
Brigade territoriale autonome de Saint-Symphorien-sur-Coise,ST SYMPHORIEN SUR COISE,+33 4 78 48 40 20,,69590,Boulevard de la BardiÃ¨re 69590 ST SYMPHORIEN SUR COISE,813689,6504410,"4,459250","45,629769"
Brigade territoriale autonome de Saint-Laurent-de-Chamousset,ST LAURENT DE CHAMOUSSET,+33 4 74 70 50 17,+33 4 74 70 59 98,69930,Route de Sainte-Foy-l'ArgentiÃ¨re 69930 ST LAURENT DE CHAMOUSSET,814064,6515644,"4,466740","45,730849"
Brigade territoriale autonome de l'Arbresle,L ARBRESLE,+33 4 74 01 22 22,+33 4 74 72 05 78,69210,490 Avenue AndrÃ© Lassagne 69210 L ARBRESLE,824930,6527267,"4,609474","45,833587"
Brigade territoriale autonome de Corbas,CORBAS,+33 4 72 50 99 64,,69960,48 Rue de l'Aviation 69960 CORBAS,848240,6509240,"4,904071","45,666627"
Brigade territoriale autonome de Saint-Laurent-de-Mure,ST LAURENT DE MURE,+33 4 78 40 80 02,+33 4 72 48 64 08,69720,2 Rue Georges Polossat 69720 ST LAURENT DE MURE,859233,6512300,"5,046228","45,691697"
Brigade territoriale autonome de Saint-Genis-Laval,ST GENIS LAVAL,+33 4 78 56 03 00,+33 4 78 56 92 58,69230,109 Avenue MarÃ©chal Foch 69230 ST GENIS LAVAL,838830,6511003,"4,783758","45,684476"
Brigade territoriale autonome de Neuville-sur-SaÃ´ne,NEUVILLE SUR SAONE,+33 4 78 91 30 45,+33 4 72 08 36 28,69250,5 Chemin du Georgeat 69250 NEUVILLE SUR SAONE,842905,6531456,"4,842227","45,867762"
Brigade territoriale autonome de Limonest,LIMONEST,+33 4 78 35 80 77,+33 4 78 66 89 38,69760,108 Avenue du GÃ©nÃ©ral de Gaulle 69760 LIMONEST,837499,6527947,"4,771546","45,837286"
Brigade territoriale autonome de Dardilly,DARDILLY,+33 4 78 35 20 20,+33 4 37 49 64 59,69570,35 Avenue de Verdun 69570 DARDILLY,835961,6525222,"4,750958","45,813063"
Brigade territoriale autonome de Lyon,LYON 02,+33 4 78 92 78 65,+33 4 78 92 78 64,69002,Caserne GÃ©nÃ©ral de Division Delfosse 2 Rue Bichat 69002 LYON 02,841446,6518050,"4,819444","45,747380"
Brigade territoriale autonome de Puylaurens,PUYLAURENS,+33 5 63 70 83 00,+33 5 63 70 83 04,81700,Route de Revel 81700 PUYLAURENS,619969,6275360,"2,009582","43,572784"
Brigade territoriale autonome de Francheville,FRANCHEVILLE,+33 4 78 59 40 40,+33 4 72 16 35 29,69340,10 bis Chemin de Torey 69340 FRANCHEVILLE,836466,6518110,"4,755424","45,748935"
Brigade territoriale autonome de Graulhet,GRAULHET,+33 5 63 34 17 17,+33 5 63 34 17 19,81300,42 Place Bosquet 81300 GRAULHET,618254,6296692,"1,984968","43,764519"
Brigade territoriale autonome de Loures-Barousse,LOURES BAROUSSE,+33 5 62 99 20 02,,65370,4 AllÃ©e Alfred Lafforgue 65370 LOURES BAROUSSE,504930,6216804,",608486","43,023976"
Brigade territoriale autonome de BagnÃ¨res-de-Bigorre,BAGNERES DE BIGORRE,+33 5 62 95 60 10,+33 5 62 95 60 20,65200,1 Boulevard de l'Adour 65200 BAGNERES DE BIGORRE,467284,6223542,",144338","43,073296"
Brigade territoriale autonome de Luz-Saint-Sauveur,LUZ ST SAUVEUR,+33 5 62 92 80 01,,65120,3 Avenue MaoubÃ©si 65120 LUZ ST SAUVEUR,454362,6201820,"-,003943","42,873768"
Brigade territoriale autonome de Figeac,FIGEAC,+33 5 65 50 73 73,+33 5 65 50 46 00,46100,Place du 12 Mai 1944 46100 FIGEAC,622964,6390647,"2,029101","44,610651"
Brigade territoriale autonome d'Auch,AUCH,+33 5 62 60 50 00,+33 5 62 60 50 69,32000,Caserne GÃ©nÃ©ral Lagrange 2 Rue Jean de la Fontaine 32000 AUCH,505942,6285318,",595313","43,640310"
Brigade territoriale autonome de Villefranche-de-Rouergue,VILLEFRANCHE DE ROUERGUE,+33 5 65 65 19 40,+33 5 65 65 19 53,12200,Caserne Capitaine Guillon Place Louis Fontanges 12200 VILLEFRANCHE DE ROUERGUE,622717,6362121,"2,030403","44,353850"
Brigade territoriale autonome de Saverdun,SAVERDUN,+33 5 61 60 30 17,+33 5 61 60 39 48,9700,Caserne Gendarme Saint-Martin 1076 Route d'Espagne 09700 SAVERDUN,585257,6237984,"1,588353","43,231824"
Brigade territoriale autonome de Mirepoix,MIREPOIX,+33 5 61 68 10 17,,9500,Avenue Gabriel FaurÃ© 09500 MIREPOIX,607405,6221693,"1,863675","43,088525"
Brigade territoriale autonome de LÃ©zat-sur-LÃ¨ze,LEZAT SUR LEZE,+33 5 61 69 10 18,+33 5 61 69 77 29,9210,1 Route de Castagnac 09210 LEZAT SUR LEZE,565876,6242629,"1,348784","43,270219"
Brigade territoriale autonome de Tarascon-sur-AriÃ¨ge,TARASCON SUR ARIEGE,+33 5 61 05 60 17,+33 5 61 05 85 61,9400,9 Rue de Berga 09400 TARASCON SUR ARIEGE,585716,6194966,"1,603359","42,845067"
Brigade territoriale autonome de Lavelanet,LAVELANET,+33 5 61 01 00 17,+33 5 61 01 77 10,9300,5 bis Avenue LÃ©on Blum 09300 LAVELANET,605084,6203586,"1,838464","42,925393"
Brigade territoriale autonome de Muret,MURET,+33 5 34 46 33 00,+33 5 34 46 33 29,31600,79 Avenue des PyrÃ©nÃ©es 31600 MURET,564007,6262841,"1,320490","43,451653"
Brigade territoriale autonome de Portet-sur-Garonne,PORTET SUR GARONNE,+33 5 62 20 70 40,+33 5 62 20 70 49,31120,119 Ancienne route ImpÃ©riale 31120 PORTET SUR GARONNE,570510,6270548,"1,398850","43,522192"
Brigade territoriale autonome de LÃ©guevin,LEGUEVIN,+33 5 61 07 19 50,+33 5 61 07 19 59,31490,20 AllÃ©e des Cordeliers 31490 LEGUEVIN,559278,6279656,"1,257524","43,601983"
Brigade territoriale autonome de la Courtine,LA COURTINE,+33 5 55 66 76 18,,23100,Rue du 8 Mai 1945 23100 LA COURTINE,642447,6511827,"2,260327","45,703590"
Brigade territoriale autonome de Tulle,TULLE,+33 5 55 21 51 11,+33 5 55 21 50 51,19000,Caserne Lovy 15 Rue de la Botte 19000 TULLE,603989,6464662,"1,775526","45,274610"
Brigade territoriale autonome de Saint-LÃ©onard-de-Noblat,ST LEONARD DE NOBLAT,+33 5 55 56 00 30,+33 5 55 56 12 79,87400,CitÃ© d'Augeres 87400 ST LEONARD DE NOBLAT,582968,6528336,"1,491987","45,844615"
Brigade territoriale autonome d'Ambazac,AMBAZAC,+33 5 55 56 60 16,+33 5 55 56 11 44,87240,1 Rue Vincent Van Gogh 87240 AMBAZAC,575726,6539797,"1,395695","45,946516"
Brigade territoriale autonome de Bressuire,BRESSUIRE,+33 5 49 65 00 01,,79300,Caserne Gendarme Haussy 17 Rue du Docteur Fleming 79300 BRESSUIRE,434283,6643520,"-,487642","46,839015"
Brigade territoriale autonome de Saujon,SAUJON,+33 5 46 02 80 17,,17600,1 Rue Jean JaurÃ¨s 17600 SAUJON,394600,6515621,"-,924318","45,671830"
Brigade territoriale autonome de Pons,PONS,+33 5 46 94 00 07,+33 5 46 94 79 61,17800,97 Avenue Gambetta 17800 PONS,423505,6504852,"-,547210","45,587275"
Brigade territoriale autonome de Saint-Agnant,ST AGNANT,+33 5 46 83 30 04,+33 5 46 83 20 20,17620,1 AllÃ©e RenÃ© Fonck 17620 ST AGNANT,393309,6537633,"-,955035","45,869219"
Brigade territoriale autonome de Marennes,MARENNES,+33 5 46 85 00 19,+33 5 46 85 76 29,17320,9 bis Rue Victor Hugo 17320 MARENNES,381064,6532896,"-1,109489","45,820990"
Brigade territoriale autonome de Saint-Martin-de-RÃ©,ST MARTIN DE RE,+33 5 46 09 21 17,,17410,1 Avenue de la Plage 17410 ST MARTIN DE RE,364029,6575894,"-1,359107","46,199405"
Brigade territoriale autonome d'Hiersac,HIERSAC,+33 5 45 96 90 03,,16290,Route de ChÃ¢teauneuf 16290 HIERSAC,466481,6511884,",000133","45,666582"
Brigade territoriale autonome de Cognac,COGNAC,+33 5 45 82 01 86,,16100,57 Rue de Bellefonds 16100 COGNAC,441177,6515434,"-,326485","45,689398"
Brigade territoriale autonome de Lille,LILLE,+33 3 20 16 96 96,+33 3 20 16 96 62,59000,49 Boulevard Louis XIV 59000 LILLE,705255,7059109,"3,074144","50,628943"
Brigade territoriale autonome d'AngoulÃªme,ANGOULEME,+33 5 45 37 50 00,+33 5 45 37 50 93,16000,Caserne Adjudant Levasseur 2 Boulevard de l'Artillerie 16000 ANGOULEME,479889,6510453,",172884","45,658159"
Brigade territoriale autonome de Civray,CIVRAY,+33 5 49 87 00 32,+33 5 49 87 47 17,86400,2A Route de Limoges 86400 CIVRAY,491693,6565696,",300123","46,159031"
Brigade territoriale autonome de Jaunay-Clan,JAUNAY CLAN,+33 5 49 61 65 28,+33 5 49 61 65 31,86130,Rue de GrÃ©mont 86130 JAUNAY CLAN,498708,6622875,",366267","46,675744"
Brigade territoriale autonome d'Orthez,ORTHEZ,+33 5 59 67 27 00,+33 5 59 67 27 12,64300,2 Rue Selkirk 64300 ORTHEZ,394619,6273918,"-,775683","43,498624"
Brigade territoriale autonome d'Oloron-Sainte-Marie,OLORON STE MARIE,+33 5 59 39 04 17,+33 5 59 36 33 25,64400,14 Rue Adoue 64400 OLORON STE MARIE,406408,6238725,"-,610254","43,187334"
Brigade territoriale autonome de Bayonne,BAYONNE,+33 5 59 42 53 10,+33 5 59 42 53 19,64100,9 Avenue Vital Biraben 64100 BAYONNE,337367,6274458,"-1,482517","43,476552"
Brigade territoriale autonome de Marseille,MARSEILLE 10,+33 4 91 16 39 30,+33 4 91 20 78 36,13010,Quartier Beauvau 171 Avenue de Toulon 13010 MARSEILLE 10,892842,6246845,"5,375291","43,294666"
Brigade territoriale autonome de Marmande,MARMANDE,+33 5 53 64 83 00,+33 5 53 64 83 05,47200,40 Boulevard Meyniel 47200 MARMANDE,474460,6382311,",162335","44,503384"
Brigade territoriale autonome de Mimizan,MIMIZAN,+33 5 58 09 93 00,+33 5 58 09 93 04,40200,1 Rue du LycÃ©e 40200 MIMIZAN,362690,6354097,"-1,222704","44,204691"
Brigade territoriale autonome de Dax,DAX,+33 5 58 90 76 00,+33 5 58 90 76 09,40100,29 Rue de l'Epargne 40100 DAX,374349,6298169,"-1,041208","43,707535"
Brigade territoriale autonome de Mont-de-Marsan,MONT DE MARSAN,+33 5 58 05 07 80,+33 5 58 05 07 78,40000,1908 Avenue du MarÃ©chal Juin 40000 MONT DE MARSAN,421424,6318289,"-,468798","43,908526"
Brigade territoriale autonome de Saint-Astier,ST ASTIER,+33 5 53 03 81 40,+33 5 53 03 81 49,24110,33 Rue Paul Bert 24110 ST ASTIER,505459,6452294,",524485","45,142489"
Brigade territoriale autonome de Villegouge,VILLEGOUGE,+33 5 57 84 86 50,+33 5 57 84 86 53,33141,5 Route des Acacias 33141 VILLEGOUGE,438779,6436125,"-,314508","44,974993"
Brigade territoriale autonome de GuÃ®tres,GUITRES,+33 5 57 56 40 35,,33230,60 Avenue de l'Isle 33230 GUITRES,449356,6443370,"-,184155","45,044088"
Brigade territoriale autonome de Libourne,LIBOURNE,+33 5 57 50 82 00,+33 5 57 50 82 05,33500,80 Cours Tourny 33500 LIBOURNE,444394,6429166,"-,239722","44,914489"
Brigade territoriale autonome de Macau,MACAU,+33 5 57 88 61 40,+33 5 57 88 61 48,33460,37 Avenue du GÃ©nÃ©ral de Gaulle 33460 MACAU,414916,6440652,"-,619519","45,006283"
Brigade territoriale autonome de Castelnau-de-MÃ©doc,CASTELNAU DE MEDOC,+33 5 57 88 60 40,+33 5 57 88 60 48,33480,39 Avenue Georges Mandel 33480 CASTELNAU DE MEDOC,401210,6443543,"-,795036","45,026493"
Brigade territoriale autonome de Lesparre-MÃ©doc,LESPARRE MEDOC,+33 5 56 73 46 70,+33 5 56 73 46 91,33340,32 Cours Victor Hugo 33340 LESPARRE MEDOC,392063,6474777,"-,930760","45,303364"
Brigade territoriale autonome de Saint-AndrÃ©-de-Cubzac,ST ANDRE DE CUBZAC,+33 5 57 94 05 60,+33 5 57 94 05 68,33240,1455 Avenue Jules Ferry 33240 ST ANDRE DE CUBZAC,429842,6439267,"-,429495","44,999822"
Brigade territoriale autonome de LÃ©ognan,LEOGNAN,+33 5 56 64 44 60,+33 5 56 64 44 68,33850,9 Avenue de Bordeaux 33850 LEOGNAN,415153,6410405,"-,599023","44,734340"
Brigade territoriale autonome de Tresses,TRESSES,+33 5 57 34 45 00,+33 5 57 34 45 08,33370,21 Avenue des Trois-Lieues 33370 TRESSES,426282,6422661,"-,465384","44,849053"
Brigade territoriale autonome de Castres-Gironde,CASTRES GIRONDE,+33 5 56 67 70 90,+33 5 56 67 70 98,33640,46 Rue du PrÃ©sident Carnot 33640 CASTRES GIRONDE,427397,6405597,"-,441875","44,696010"
Brigade territoriale autonome de Carbon-Blanc,CARBON BLANC,+33 5 57 77 53 10,+33 5 57 77 53 18,33560,19 Avenue AndrÃ© Vignau-Anglade 33560 CARBON BLANC,423320,6427943,"-,505803","44,895386"
Brigade territoriale autonome d'AmbarÃ¨s-et-Lagrave,AMBARES ET LAGRAVE,+33 5 57 77 32 10,+33 5 57 77 32 18,33440,42 Avenue Jules Ferry 33440 AMBARES ET LAGRAVE,423764,6432010,"-,502468","44,932144"
Brigade territoriale autonome de Saint-Ciers-sur-Gironde,ST CIERS SUR GIRONDE,+33 5 57 32 81 40,+33 5 57 32 81 47,33820,1 Avenue de la RÃ©publique 33820 ST CIERS SUR GIRONDE,416606,6472480,"-,616588","45,293262"
Brigade territoriale autonome de Bourg,BOURG,+33 5 57 94 06 75,+33 5 57 94 06 79,33710,6 Avenue de Flandres-Dunkerque 33710 BOURG,419954,6444457,"-,557818","45,042568"
Brigade territoriale autonome de Blaye,BLAYE,+33 5 57 42 70 20,+33 5 57 42 70 39,33390,56 Rue JaufrÃ© Rudel 33390 BLAYE,412379,6453841,"-,659439","45,123857"
Brigade territoriale autonome de Saint-MÃ©dard-en-Jalles,ST MEDARD EN JALLES,+33 5 57 93 15 60,+33 5 57 93 15 68,33160,12 Rue ThÃ©ophile Gautier 33160 ST MEDARD EN JALLES,408176,6427494,"-,697152","44,885131"
Brigade territoriale autonome de Saint-Jean-d'Illac,ST JEAN D ILLAC,+33 5 56 68 83 70,+33 5 56 68 83 78,33127,315 Avenue de Bordeaux 33127 ST JEAN D ILLAC,401451,6419516,"-,777392","44,810518"
Brigade territoriale autonome de Blanquefort,BLANQUEFORT,+33 5 56 95 51 40,+33 5 56 95 51 48,33290,46 Avenue du GÃ©nÃ©ral de Gaulle 33290 BLANQUEFORT,413222,6430501,"-,635068","44,914283"
Brigade territoriale autonome de Biganos,BIGANOS,+33 5 57 17 06 80,+33 5 57 17 06 85,33380,69 Avenue de la CÃ´te-d'Argent Facture 33380 BIGANOS,386071,6401353,"-,960153","44,640412"
Brigade territoriale autonome de Belin-BÃ©liet,BELIN BELIET,+33 5 56 88 82 80,+33 5 56 88 82 85,33830,27 Avenue AliÃ©nor 33830 BELIN BELIET,398775,6384773,"-,790115","44,496942"
Brigade territoriale autonome de Bordeaux,BORDEAUX,+33 5 56 90 47 70,+33 5 56 90 47 78,33000,Caserne JudaÃ¯que 200 Rue JudaÃ¯que 33000 BORDEAUX,416142,6422182,"-,593311","44,840665"
Brigade territoriale autonome de Saint-Gilles-Croix-de-Vie,ST GILLES CROIX DE VIE,+33 2 51 55 01 19,+33 2 51 55 94 43,85800,9 Rue des Vergers d'Ãole 85800 ST GILLES CROIX DE VIE,324919,6632639,"-1,911050","46,688831"
Brigade territoriale autonome de Noirmoutier-en-l'Ãle,NOIRMOUTIER EN L ILE,+33 2 51 39 04 36,,85330,7 Rue du MarÃ©chal Joffre 85330 NOIRMOUTIER EN L ILE,302393,6669483,"-2,237104","47,006859"
Brigade territoriale autonome de la Mothe-Achard,LA MOTHE ACHARD,+33 2 51 38 60 10,,85150,151 Avenue Georges ClÃ©menceau 85150 LA MOTHE ACHARD,343800,6623835,"-1,657633","46,619998"
Brigade territoriale autonome de l'Ãle-d'Yeu,L ILE D YEU,+33 2 51 58 30 05,+33 2 51 58 47 56,85350,4 Rue Dugay-Trouin 85350 L ILE D YEU,291492,6638067,"-2,352246","46,718056"
Brigade territoriale autonome de Guebwiller,GUEBWILLER,+33 3 89 28 02 10,+33 3 89 28 02 15,68500,13 Rue Saint Michel 68500 GUEBWILLER,1014067,6764777,"7,205864","47,908089"
Brigade territoriale autonome de Fontenay-le-Comte,FONTENAY LE COMTE,+33 2 28 13 03 30,+33 2 28 13 03 59,85200,Avenue du GÃ©nÃ©ral de Gaulle 85200 FONTENAY LE COMTE,407487,6602733,"-,812994","46,461001"
Brigade territoriale autonome du PoirÃ©-sur-Vie,LE POIRE SUR VIE,+33 2 51 31 82 34,+33 2 51 31 82 26,85170,2 Rue de la LisiÃ¨re 85170 LE POIRE SUR VIE,357036,6639083,"-1,496281","46,763967"
Brigade territoriale autonome de Mortagne-sur-SÃ¨vre,MORTAGNE SUR SEVRE,+33 2 51 65 00 21,+33 2 51 65 51 73,85290,2A Rue des Violettes 85290 MORTAGNE SUR SEVRE,400450,6661961,"-,943096","46,990540"
Brigade territoriale autonome de SablÃ©-sur-Sarthe,SABLE SUR SARTHE,+33 2 43 95 00 17,+33 2 43 95 93 50,72300,1 Rue des Anciens Combattants Afrique du Nord 72300 SABLE SUR SARTHE,449159,6753924,"-,354144","47,837755"
Brigade territoriale autonome de la FlÃ¨che,LA FLECHE,+33 2 43 94 00 17,+33 2 43 94 56 45,72200,6 Rue Fernand Guillot 72200 LA FLECHE,469530,6737403,"-,073445","47,696643"
Brigade territoriale autonome de Laval,LAVAL,+33 2 43 59 57 10,+33 2 43 59 57 66,53000,61 AllÃ©e des franÃ§ais libres 53000 LAVAL,418193,6779993,"-,784305","48,059529"
Brigade territoriale autonome de BeauprÃ©au,BEAUPREAU,+33 2 41 63 61 80,+33 2 41 63 61 78,49600,9 Rue de la SabliÃ¨re 49600 BEAUPREAU,398227,6686161,"-,988386","47,207135"
Brigade territoriale autonome de Beaufort-en-VallÃ©e,BEAUFORT EN VALLEE,+33 2 41 79 17 17,+33 2 41 79 17 19,49250,5 Route des MarillÃ¨res 49250 BEAUFORT EN VALLEE,455803,6709592,"-,241087","47,441569"
Brigade territoriale autonome de Savenay,SAVENAY,+33 2 40 58 33 17,+33 2 40 58 33 31,44260,1 Place du Prince-Bois 44260 SAVENAY,327568,6707334,"-1,937532","47,361509"
Brigade territoriale autonome de Montoir-de-Bretagne,MONTOIR DE BRETAGNE,+33 2 40 45 50 17,+33 2 40 45 44 87,44550,25 Rue Jules Verne 44550 MONTOIR DE BRETAGNE,311950,6704405,"-2,141490","47,326228"
Brigade territoriale autonome de CouÃ«ron,COUERON,+33 2 40 86 12 17,+33 2 40 86 58 78,44220,177 Boulevard de la LibÃ©ration 44220 COUERON,344613,6689858,"-1,698335","47,213832"
Brigade territoriale autonome de Saint-Nazaire,ST NAZAIRE,+33 2 40 70 55 00,+33 2 40 70 71 05,44600,79 Avenue Ferdinand de Lesseps 44600 ST NAZAIRE,305783,6698986,"-2,218226","47,273910"
Brigade territoriale autonome de Nort-sur-Erdre,NORT SUR ERDRE,+33 2 40 72 10 17,+33 2 40 72 12 61,44390,17 Rue FranÃ§ois Dupas 44390 NORT SUR ERDRE,361000,6713594,"-1,500035","47,435736"
Brigade territoriale autonome de Vertou,VERTOU,+33 2 40 34 41 17,+33 2 40 34 93 55,44120,85 Boulevard de l'Europe 44120 VERTOU,361455,6684302,"-1,472011","47,172696"
